_id,word,shortcut,locale
569,终末停转之夜,zhongmotingzhuanzhiye,zh-CN
570,米仓千寻,micangqianxun,zh-CN
571,领域猎杀者,lingyulieshazhe,zh-CN
572,赵景,zhaojing,zh-CN
573,赵景,zhaoying,zh-CN
574,樱明,yingming,zh-CN
575,米里雅,miliya,zh-CN
576,转动的桌子,zhuandongdezhuozi,zh-CN
577,转动的桌子,zhuandongdizhuozi,zh-CN
578,超能力少女兰,chaonenglishaonvlan,zh-CN
579,丸山美纪,wanshanmeiji,zh-CN
580,辉夜一族,huiyeyizu,zh-CN
581,怒火判官,nuhuopanguan,zh-CN
582,堇色怪盗夜,jinseguaidaoye,zh-CN
583,基鲁,jilu,zh-CN
584,黑胡子海贼团,heihuzihaizeituan,zh-CN
585,梅津秀行,meijinxiuxing,zh-CN
586,梅津秀行,meijinxiuhang,zh-CN
587,梅津秀行,meijinxiuheng,zh-CN
588,童趣果实,tongquguoshi,zh-CN
589,杰内斯,jieneisi,zh-CN
590,生化与虚实之间,shenghuayuxushizhijian,zh-CN
591,仲野裕,zhongyeyu,zh-CN
592,月咏呗歌,yueyongbeige,zh-CN
593,月咏呗歌,yueyongbaige,zh-CN
594,义呆利画册,yidailihuace,zh-CN
595,波克基斯,bokejisi,zh-CN
596,鸟海皆人,niaohaijieren,zh-CN
597,糟透的恋爱目录,zaotoudelianaimulu,zh-CN
598,糟透的恋爱目录,zaotoudilianaimulu,zh-CN
599,韦斯顿,weisidun,zh-CN
600,韦斯顿,weisidu,zh-CN
601,羽灰,yuhui,zh-CN
602,神阪春姬,shenbanchunji,zh-CN
603,咲耶,xiaoye,zh-CN
604,搬家大作战,banjiadazuozhan,zh-CN
605,猎杀月球,lieshayueqiu,zh-CN
606,青空之卵,qingkongzhiluan,zh-CN
607,有缺陷的小狗,youquexiandexiaogou,zh-CN
608,考生禁入,kaoshengjinru,zh-CN
609,日高奈留美,rigaonailiumei,zh-CN
610,袖白雪,xiubaixue,zh-CN
611,进击的幼驯染,jinjideyouxunran,zh-CN
612,进击的幼驯染,jinjidiyouxunran,zh-CN
613,高校舰队,gaoxiaojiandui,zh-CN
614,虫王,chongwang,zh-CN
615,梅茨星人,meicixingren,zh-CN
616,丛林有情狼,conglinyouqinglang,zh-CN
617,乌哭三藏,wukusanzang,zh-CN
618,道尊,daozun,zh-CN
619,漫画娘,manhuaniang,zh-CN
620,电栗松,dianlisong,zh-CN
621,绯红帝国,feihongdiguo,zh-CN
622,终极内战蜘猪侠,zhongjineizhanzhizhuxia,zh-CN
623,剑无极,jianwuji,zh-CN
624,白马探,baimatan,zh-CN
625,托布斯特,tuobusite,zh-CN
626,红魔馆里谁都不在了,hongmoguanlishuidoubuzaile,zh-CN
627,樱花不会绽放,yinghuabuhuizhanfang,zh-CN
628,流浪忍者,liulangrenzhe,zh-CN
629,瞬间移动斗篷,shunjianyidongdoupeng,zh-CN
630,娄宿,lousu,zh-CN
631,娄宿,louxiu,zh-CN
632,浅仓杏美,qiancangxingmei,zh-CN
633,浅仓杏美,jiancangxingmei,zh-CN
634,混沌高达,hundungaoda,zh-CN
635,混沌高达,huntungaoda,zh-CN
636,纯真魅惑,chunzhenmeihuo,zh-CN
637,玛琪娜,maqina,zh-CN
638,玛琪娜,maqinuo,zh-CN
639,超级无敌掌门狗,chaojiwudizhangmengou,zh-CN
640,期待你长大,qidainichangda,zh-CN
641,期待你长大,qidainizhangda,zh-CN
642,期待你长大,qidainichangdai,zh-CN
643,期待你长大,qidainizhangdai,zh-CN
644,期待你长大,qidainichangtai,zh-CN
645,期待你长大,qidainizhangtai,zh-CN
646,爱神蹦蹦跳,aishenbengbengtiao,zh-CN
647,漂流作家,piaoliuzuojia,zh-CN
648,漫画版习大大,manhuabanxidada,zh-CN
649,伊集院运子,yijiyuanyunzi,zh-CN
650,银月之光配音社,yinyuezhiguangpeiyinshe,zh-CN
651,送墓呗,songmubei,zh-CN
652,送墓呗,songmubai,zh-CN
653,萤火虫之墓火垂,yinghuochongzhimuhuochui,zh-CN
654,惊爆校园,jingbaoxiaoyuan,zh-CN
655,神勇敢死队,shenyonggansidui,zh-CN
656,在海里飞翔,zaihailifeixiang,zh-CN
657,咬屁股虫第三季,yaopiguchongdisanji,zh-CN
658,木叶十二忍,muyeshierren,zh-CN
659,足须沙穗乃,zuxushasuinai,zh-CN
660,土之王,tuzhiwang,zh-CN
661,程龙香,chenglongxiang,zh-CN
662,崔耶拉,cuiyela,zh-CN
663,美丽魔都双子晴明,meilimodushuangziqingming,zh-CN
664,赤泽吉朗,chizejilang,zh-CN
665,赤泽吉朗,chishijilang,zh-CN
666,烈无双,liewushuang,zh-CN
667,快乐小丸日记,kuailexiaowanriji,zh-CN
668,女侦探亚玲,nvzhentanyaling,zh-CN
669,天诛,tianzhu,zh-CN
670,伊扎克,yizhake,zh-CN
671,绝对恋爱程式,jueduilianaichengshi,zh-CN
672,妙妙双胞胎,miaomiaoshuangbaotai,zh-CN
673,漂流网咖,piaoliuwangka,zh-CN
674,相原龙,xiangyuanlong,zh-CN
675,卡里布,kalibu,zh-CN
676,自恋由梨的心灵之泪,zilianyoulidexinlingzhilei,zh-CN
677,小松鼠之大陆分裂,xiaosongshuzhidalufenlie,zh-CN
678,小松鼠之大陆分裂,xiaosongshuzhidaliufenlie,zh-CN
679,暗晦之城,anhuizhicheng,zh-CN
680,阿基德,ajide,zh-CN
681,速鱼,suyu,zh-CN
682,水岛新,shuidaoxin,zh-CN
683,唐铜,tangtong,zh-CN
684,小野田优良,xiaoyetianyouliang,zh-CN
685,南京汉恩,nanjinghanen,zh-CN
686,冰姬奇谭,bingjiqitan,zh-CN
687,鬼灯家的大姐姐,guidengjiadedajiejie,zh-CN
688,加鲁马古圣,jialumagusheng,zh-CN
689,影组,yingzu,zh-CN
690,奇想同萌,qixiangtongmeng,zh-CN
691,熊猫札记,xiongmaozhaji,zh-CN
692,玉麒麟故事会,yuqilingushihui,zh-CN
693,右代宫秀吉,youdaigongxiuji,zh-CN
694,魔女伦结婚大作战,monvlunjiehundazuozhan,zh-CN
695,小胖妞前传,xiaopangniuqianzhuan,zh-CN
696,马道克,madaoke,zh-CN
697,钰波,yubo,zh-CN
698,流川枫,liuchuanfeng,zh-CN
699,加藤巧克莉,jiatengqiaokeli,zh-CN
700,寒燕,hanyan,zh-CN
701,出租庭师,chuzutingshi,zh-CN
702,莎拉拉,shalala,zh-CN
703,灌篮少年第二部,guanlanshaoniandierbu,zh-CN
704,神荼,shentu,zh-CN
705,武士斩十郎,wushizhanshilang,zh-CN
706,岳大家的山,yuedajiadeshan,zh-CN
707,迦辽海江,jialiaohaijiang,zh-CN
708,男女变性药,nannvbianxingyao,zh-CN
709,鬼怒川热史,guinuchuanreshi,zh-CN
710,充满魅力的决死结界,chongmanmeilidejuesijiejie,zh-CN
711,充满魅力的决死结界,chongmanmeilidijuesijiejie,zh-CN
712,含羞草沙拉,hanxiucaoshala,zh-CN
713,像马,xiangma,zh-CN
714,三年七班,sannianqiban,zh-CN
715,我的帅男孩,wodeshuainanhai,zh-CN
716,机器战士高达,jiqizhanshigaoda,zh-CN
717,小状元在线快乐家教,xiaozhuangyuanzaixiankuailejiajiao,zh-CN
718,鸟鸟果实,niaoniaoguoshi,zh-CN
719,新生芽的嫩绿,xinshengyadenenlv,zh-CN
720,新生芽的嫩绿,xinshengyadinenlv,zh-CN
721,选择死亡的柯莱特,xuanzesiwangdekelaite,zh-CN
722,鼠男,shunan,zh-CN
723,犀牛人,xiniuren,zh-CN
724,松隆奈奈子,songlongnainaizi,zh-CN
725,只凝视着你,zhiningshizheni,zh-CN
726,雏里,chuli,zh-CN
727,小明和小猴子,xiaominghexiaohouzi,zh-CN
728,小明和小猴子,xiaominghuxiaohouzi,zh-CN
729,小明和小猴子,xiaominghuoxiaohouzi,zh-CN
730,安倍成亲,anbeichengqin,zh-CN
731,星空防卫队,xingkongfangweidui,zh-CN
732,自然螳螂,zirantanglang,zh-CN
733,千诺纱,qiannuosha,zh-CN
734,夏至末了,xiazhimoliao,zh-CN
735,蔚蓝天空中的空中竞技,weilantiankongzhongdekongzhongjingji,zh-CN
736,蔚蓝天空中的空中竞技,weilantiankongzhongdikongzhongjingji,zh-CN
737,花萌,huameng,zh-CN
738,麻辣父子,malafuzi,zh-CN
739,龙珠人物之悟空,longzhurenwuzhiwukong,zh-CN
740,草薙瞬,caotishun,zh-CN
741,克里斯梦游美洲,kelisimengyoumeizhou,zh-CN
742,未来学大会,weilaixuedahui,zh-CN
743,伪马里奴银币,weimalinuyinbi,zh-CN
744,星光七杀阵,xingguangqishazhen,zh-CN
745,黑连,heilian,zh-CN
746,开朗的家庭计划,kailangdejiatingjihua,zh-CN
747,湿妹,shimei,zh-CN
748,世纪末的魔术师,shijimodemoshushi,zh-CN
749,世纪末的魔术师,shijimodimoshushi,zh-CN
750,羽柴青,yuchaiqing,zh-CN
751,枯树天,kushutian,zh-CN
752,美食猎人双雷传,meishilierenshuangleichuan,zh-CN
753,美食猎人双雷传,meishilierenshuangleizhuan,zh-CN
754,河上万斋,heshangwanzhai,zh-CN
755,河上万斋,heshangmozhai,zh-CN
756,梅尔克,meierke,zh-CN
757,高木佐和子,gaomuzuohezi,zh-CN
758,高木佐和子,gaomuzuohuzi,zh-CN
759,高木佐和子,gaomuzuohuozi,zh-CN
760,海胜麟六,haishenglinliu,zh-CN
761,海胜麟六,haishenglinlu,zh-CN
762,上社奈月,shangshenaiyue,zh-CN
763,北乃结方,beinaijiefang,zh-CN
764,仓木铃菜,cangmulingcai,zh-CN
765,无敌笨笨龙,wudibenbenlong,zh-CN
766,熟女恋爱事件簿,shunvlianaishijianbu,zh-CN
767,夏布提的护身符,xiabutidehushenfu,zh-CN
768,天妖屠城法,tianyaotuchengfa,zh-CN
769,光杆乐队,guangganyuedui,zh-CN
770,擅入寄居者,shanrujijuzhe,zh-CN
771,胡图图,hututu,zh-CN
772,岚琤,lancheng,zh-CN
773,旋风字幕组,xuanfengzimuzu,zh-CN
774,午夜冒险团,wuyemaoxiantuan,zh-CN
775,柊木耶宵,zhongmuyexiao,zh-CN
776,快活岛,kuaihuodao,zh-CN
777,基安蒂,jiandi,zh-CN
778,河本明子,hebenmingzi,zh-CN
779,无敌铁人,wuditieren,zh-CN
780,魔人,moren,zh-CN
781,爱上女记者,aishangnvjizhe,zh-CN
782,南野奏,nanyezou,zh-CN
783,麦大麦,maidamai,zh-CN
784,鲜花献给山田奶奶,xianhuaxiangeishantiannainai,zh-CN
785,由利镰之介,youlilianzhijie,zh-CN
786,烈火之炎,liehuozhiyan,zh-CN
787,千石清纯,qianshiqingchun,zh-CN
788,黄金梦,huangjinmeng,zh-CN
789,山本纯,shanbenchun,zh-CN
790,来自星星的英语,laizixingxingdeyingyu,zh-CN
791,来自星星的英语,laizixingxingdiyingyu,zh-CN
792,花园花铃,huayuanhualing,zh-CN
793,几米作品选,jimizuopinxuan,zh-CN
794,迷侦探史郎,mizhentanshilang,zh-CN
795,月尘,yuechen,zh-CN
796,惊奇队长,jingqiduizhang,zh-CN
797,狗和剪刀要并用,gouhejiandaoyaobingyong,zh-CN
798,狗和剪刀要并用,gouhujiandaoyaobingyong,zh-CN
799,狗和剪刀要并用,gouhuojiandaoyaobingyong,zh-CN
800,前世今生第三部,qianshijinshengdisanbu,zh-CN
801,龙末九,longmojiu,zh-CN
802,神之水滴,shenzhishuidi,zh-CN
803,听刀由命,tingdaoyouming,zh-CN
804,宅文化,zhaiwenhua,zh-CN
805,白河奈奈佳,baihenainaijia,zh-CN
806,小布与伟仔,xiaobuyuweizai,zh-CN
807,泪痕,leihen,zh-CN
808,河南子,henanzi,zh-CN
809,梦中延续的恋爱,mengzhongyanxudelianai,zh-CN
810,梦中延续的恋爱,mengzhongyanxudilianai,zh-CN
811,片冈梓,piangangzi,zh-CN
812,张飞益德,zhangfeiyide,zh-CN
813,马思远,masiyuan,zh-CN
814,黑布拉斯卡,heibulasika,zh-CN
815,黑布拉斯卡,heibulasiqia,zh-CN
816,白小晶,baixiaojing,zh-CN
817,电脑黑魔,diannaoheimo,zh-CN
818,病气,bingqi,zh-CN
819,叶之石,yezhishi,zh-CN
820,叶之石,xiezhishi,zh-CN
821,叶之石,yezhidan,zh-CN
822,叶之石,xiezhidan,zh-CN
823,东京无邪,dongjingwuxie,zh-CN
824,春日春惠,chunrichunhui,zh-CN
825,宸晏,chenyan,zh-CN
826,双子,shuangzi,zh-CN
827,早安宇宙,zaoanyuzhou,zh-CN
828,日奈森亚实,rinaisenyashi,zh-CN
829,无道凪,wudaozhi,zh-CN
830,月神石,yueshenshi,zh-CN
831,月神石,yueshendan,zh-CN
832,恶魔的默示录,emodemoshilu,zh-CN
833,恶魔的默示录,emodimoshilu,zh-CN
834,东京天使保镖,dongjingtianshibaobiao,zh-CN
835,六瓢,liupiao,zh-CN
836,六瓢,lupiao,zh-CN
837,村上夏美,cunshangxiamei,zh-CN
838,荼靡染朱红,tumiranzhuhong,zh-CN
839,杜古,dugu,zh-CN
840,混沌骑士兽,hundunqishishou,zh-CN
841,混沌骑士兽,huntunqishishou,zh-CN
842,天才科学家克劳德的华丽秘密,tiancaikexuejiakelaodedehualimimi,zh-CN
843,天才科学家克劳德的华丽秘密,tiancaikexuejiakelaodedihualimimi,zh-CN
844,新超兽机神断空我,xinchaoshoujishenduankongwo,zh-CN
845,相泽千鹤,xiangzeqianhe,zh-CN
846,卡米奥,kamiao,zh-CN
847,卡米奥,kamiyu,zh-CN
848,樱木花织,yingmuhuazhi,zh-CN
849,阿里巴巴大盗奇兵,alibabadadaoqibing,zh-CN
850,两津勘吉,liangjinkanji,zh-CN
851,宇宙旗袍,yuzhouqipao,zh-CN
852,蔡文姬,caiwenji,zh-CN
853,天上蜘蛛,tianshangzhizhu,zh-CN
854,上杉信吾,shangshanxinwu,zh-CN
855,上杉信吾,shangshanshenwu,zh-CN
856,上杉信吾,shangshanxinyu,zh-CN
857,上杉信吾,shangshanshenyu,zh-CN
858,亚未不哭,yaweibuku,zh-CN
859,东方青帖百岁千年,dongfangqingtiebaisuiqiannian,zh-CN
860,动画动漫读物设计,donghuadongmanduwusheji,zh-CN
861,长冠翁,changguanweng,zh-CN
862,长冠翁,zhangguanweng,zh-CN
863,优酷娘,youkuniang,zh-CN
864,水上樱,shuishangying,zh-CN
865,鲇泽纱奈,nianzeshanai,zh-CN
866,鲇泽纱奈,nianshishanai,zh-CN
867,紫月挥虹,ziyuehuihong,zh-CN
868,教你初识情滋味,jiaonichushiqingziwei,zh-CN
869,绯忍传,feirenchuan,zh-CN
870,绯忍传,feirenzhuan,zh-CN
871,速人,suren,zh-CN
872,风水学园,fengshuixueyuan,zh-CN
873,不动珍,budongzhen,zh-CN
874,幻惑的鼓动,huanhuodegudong,zh-CN
875,幻惑的鼓动,huanhuodigudong,zh-CN
876,紫罗,ziluo,zh-CN
877,属性同好会,shuxingtonghaohui,zh-CN
878,电影之书,dianyingzhishu,zh-CN
879,天使之心,tianshizhixin,zh-CN
880,宝贝女儿好妈妈之吃记忆的大雪球,baobeinverhaomamazhichijiyidedaxueqiu,zh-CN
881,蜜糖甜心厨房,mitangtianxinchufang,zh-CN
882,木村元,mucunyuan,zh-CN
883,铁达尼童话之旅,tiedanitonghuazhilv,zh-CN
884,谏早学姐,jianzaoxuejie,zh-CN
885,良峰贞义,liangfengzhenyi,zh-CN
886,春日野爵士乐,chunriyejueshiyue,zh-CN
887,恶劣宇宙人美菲拉斯星人,elieyuzhourenmeifeilasixingren,zh-CN
888,三池苗子,sanchimiaozi,zh-CN
889,风间汐,fengjianxi,zh-CN
890,腐女子是也,funvzishiye,zh-CN
891,恐龙危机第一部,konglongweijidiyibu,zh-CN
892,皮子,pizi,zh-CN
893,宋琢珂,songzhuoke,zh-CN
894,宋琢珂,songzuoke,zh-CN
895,浩昊文字国历险记,haohaowenziguolixianji,zh-CN
896,住吉加奈子,zhujijianaizi,zh-CN
897,尼亚,niya,zh-CN
898,商容,shangrong,zh-CN
899,欲望感染,yuwangganran,zh-CN
900,火影忍者雪姬忍法帖,huoyingrenzhexuejirenfatie,zh-CN
901,石黑正数恐怖短篇,shiheizhengshukongbuduanpian,zh-CN
902,替身,tishen,zh-CN
903,幼女早苗的本,younvzaomiaodeben,zh-CN
904,幼女早苗的本,younvzaomiaodiben,zh-CN
905,菅原祥子,jianyuanxiangzi,zh-CN
906,浦饭幽助,pufanyouzhu,zh-CN
907,海魔狮,haimoshi,zh-CN
908,滨田宏,bintianhong,zh-CN
909,圣杯传说,shengbeichuanshuo,zh-CN
910,御魔像,yumoxiang,zh-CN
911,战斗勇士,zhandouyongshi,zh-CN
912,妹妹汁液,meimeizhiye,zh-CN
913,东方封魔录,dongfangfengmolu,zh-CN
914,龙神盾,longshendun,zh-CN
915,铃当响,lingdangxiang,zh-CN
916,幻海奇情,huanhaiqiqing,zh-CN
917,大英雄狄青,dayingxiongdiqing,zh-CN
918,校园天使,xiaoyuantianshi,zh-CN
919,星兽战队银河人,xingshouzhanduiyinheren,zh-CN
920,天行九歌,tianxingjiuge,zh-CN
921,甲龙兽,jialongshou,zh-CN
922,土星公寓,tuxinggongyu,zh-CN
923,第一次冲击,diyicichongji,zh-CN
924,探险活宝,tanxianhuobao,zh-CN
925,花与蝶的梦想,huayudiedemengxiang,zh-CN
926,纳吉尼,najini,zh-CN
927,樱花盛开百花寮,yinghuashengkaibaihualiao,zh-CN
928,汉语编程基础,hanyubianchengjichu,zh-CN
929,不可思议教室,bukesiyijiaoshi,zh-CN
930,姬里纱枝,jilishazhi,zh-CN
931,姬里纱枝,jilishaqi,zh-CN
932,银色钻石,yinsezuanshi,zh-CN
933,青春恋人祭,qingchunlianrenji,zh-CN
934,青春恋人祭,qingchunlianrenzhai,zh-CN
935,巴啦啦小魔仙之奇迹舞步,balalaxiaomoxianzhiqijiwubu,zh-CN
936,真庭海龟,zhentinghaigui,zh-CN
937,水晶娃娃队,shuijingwawadui,zh-CN
938,皆濑初音,jielaichuyin,zh-CN
939,格林奶奶的睡美人,gelinnainaideshuimeiren,zh-CN
940,杰德,jiede,zh-CN
941,异法无天,yifawutian,zh-CN
942,丛林里的故事,conglinlidegushi,zh-CN
943,向井公一,xiangjinggongyi,zh-CN
944,青春期秘密故事生理伴读,qingchunqimimigushishenglibandu,zh-CN
945,井上昊,jingshanghao,zh-CN
946,悍娇虎,hanjiaohu,zh-CN
947,听动漫,tingdongman,zh-CN
948,上弦,shangxian,zh-CN
949,久地院美华,jiudiyuanmeihua,zh-CN
950,柴崎芦花,chaiqiluhua,zh-CN
951,向前走,xiangqianzou,zh-CN
952,妹子不只从天降,meizibuzhicongtianjiang,zh-CN
953,妹子不只从天降,meizibuzhicongtianxiang,zh-CN
954,阿倍野桥魔法商店街,abeiyeqiaomofashangdianjie,zh-CN
955,阿倍野桥魔法商店街,ebeiyeqiaomofashangdianjie,zh-CN
956,田所俊哉,tiansuojunzai,zh-CN
957,布布恰恰,bubuqiaqia,zh-CN
958,三毛流浪记,sanmaoliulangji,zh-CN
959,斋藤葵,zhaitengkui,zh-CN
960,赵万威,zhaowanwei,zh-CN
961,赵万威,zhaomowei,zh-CN
962,斩魄刀异闻篇,zhanpodaoyiwenpian,zh-CN
963,兔侠传奇,tuxiachuanqi,zh-CN
964,幽灵圣斗士,youlingshengdoushi,zh-CN
965,大粒健士,dalijianshi,zh-CN
966,藤原拓海,tengyuantuohai,zh-CN
967,山下凯恩,shanxiakaien,zh-CN
968,蓝色列车之谜,lanseliechezhimi,zh-CN
969,春日乃奈奈,chunrinainainai,zh-CN
970,器官移动手套,qiguanyidongshoutao,zh-CN
971,离婚调停,lihuntiaoting,zh-CN
972,安徽动漫游戏网,anhuidongmanyouxiwang,zh-CN
973,拖线与鬼火,tuoxianyuguihuo,zh-CN
974,莫逆家族,monijiazu,zh-CN
975,南久阿,nanjiua,zh-CN
976,南久阿,najiua,zh-CN
977,南久阿,nanjiue,zh-CN
978,南久阿,najiue,zh-CN
979,青豆亚美,qingdouyamei,zh-CN
980,妹妹是我的,meimeishiwode,zh-CN
981,动漫广告,dongmanguanggao,zh-CN
982,米奇的孤儿们,miqideguermen,zh-CN
983,米奇的孤儿们,miqidiguermen,zh-CN
984,学生会日常特报,xueshenghuirichangtebao,zh-CN
985,霍兰德,huolande,zh-CN
986,白井功明,baijinggongming,zh-CN
987,邪见,xiejian,zh-CN
988,长岛茂雄,changdaomaoxiong,zh-CN
989,蓝首华颜,lanshouhuayan,zh-CN
990,金光布袋戏,jinguangbudaixi,zh-CN
991,沢田纲吉,zetiangangji,zh-CN
992,吴羽冬华,wuyudonghua,zh-CN
993,大贤者,daxianzhe,zh-CN
994,科瑞人,keruiren,zh-CN
995,叶霜,yeshuang,zh-CN
996,叶霜,xieshuang,zh-CN
997,阿尔多莉娅,aerduoliya,zh-CN
998,少女结晶舞动吧可可露,shaonvjiejingwudongbakekelu,zh-CN
999,少女结晶舞动吧可可露,shaonvjiejingwudongbakekelou,zh-CN
1000,星野残红,xingyecanhong,zh-CN
1001,户冢哲也,huzhongzheye,zh-CN
1002,朱玄白龙,zhuxuanbailong,zh-CN
1003,朱玄白龙,shuxuanbailong,zh-CN
1004,哆哆,duoduo,zh-CN
1005,青空呐喊,qingkongnahan,zh-CN
1006,大侦探熊猫猪,dazhentanxiongmaozhu,zh-CN
1007,骑场大作,qichangdazuo,zh-CN
1008,骑场大作,jichangdazuo,zh-CN
1009,竞技场种子选手,jingjichangzhongzixuanshou,zh-CN
1010,水无濑佐纪子,shuiwulaizuojizi,zh-CN
1011,水无濑佐纪子,shuimolaizuojizi,zh-CN
1012,诺林顿,nuolindun,zh-CN
1013,诺林顿,nuolindu,zh-CN
1014,克莉丝蒂娜,kelisidina,zh-CN
1015,巴比伦二世,babilunershi,zh-CN
1016,籾冈里纱,niganglisha,zh-CN
1017,独立契约,duliqiyue,zh-CN
1018,皮卡丘英雄,pikaqiuyingxiong,zh-CN
1019,十大杀案,shidashaan,zh-CN
1020,十大杀案,shidashawan,zh-CN
1021,森园百合江,senyuanbaihejiang,zh-CN
1022,梦游娃娃,mengyouwawa,zh-CN
1023,蔷薇彼女,qiangweibinv,zh-CN
1024,爱上樱桃滋味,aishangyingtaoziwei,zh-CN
1025,夏语冰,xiayubing,zh-CN
1026,波波罗克,boboluoke,zh-CN
1027,痛哭的噩梦,tongkudeemeng,zh-CN
1028,痛哭的噩梦,tongkudiemeng,zh-CN
1029,吉田裕秋,jitianyuqiu,zh-CN
1030,九章伏藏,jiuzhangfucang,zh-CN
1031,大堂寺炎,datangsiyan,zh-CN
1032,酷酷小吉,kukuxiaoji,zh-CN
1033,海狮船家,haishichuanjia,zh-CN
1034,大家都来谈恋爱吧,dajiadoulaitanlianaiba,zh-CN
1035,东方少年之击斗战车,dongfangshaonianzhijidouzhanche,zh-CN
1036,焰彩兽,yancaishou,zh-CN
1037,矩继琴叶,jujiqinye,zh-CN
1038,矩继琴叶,jujiqinxie,zh-CN
1039,反转骑士,fanzhuanqishi,zh-CN
1040,鲜师教室,xianshijiaoshi,zh-CN
1041,天与理央,tianyuliyang,zh-CN
1042,惑星密码,huoxingmima,zh-CN
1043,超能陆战队,chaonengluzhandui,zh-CN
1044,黄金脑神之谜题,huangjinnaoshenzhimiti,zh-CN
1045,机长爱丽丝,jizhangailisi,zh-CN
1046,强德拉,qiangdela,zh-CN
1047,强德拉,jiangdela,zh-CN
1048,鱼谷卯绪,yugumaoxu,zh-CN
1049,鱼谷卯绪,yuyumaoxu,zh-CN
1050,慕湮,muyan,zh-CN
1051,慕湮,muyin,zh-CN
1052,三云修,sanyunxiu,zh-CN
1053,学园天堂,xueyuantiantang,zh-CN
1054,寒风侠,hanfengxia,zh-CN
1055,武泰斗,wutaidou,zh-CN
1056,希斯特利亚,xisiteliya,zh-CN
1057,喵的梦想,miaodemengxiang,zh-CN
1058,彷徨的红蝴蝶,panghuangdehonghudie,zh-CN
1059,彷徨的红蝴蝶,panghuangdihonghudie,zh-CN
1060,达鲁伊,daluyi,zh-CN
1061,天宇明珠,tianyumingzhu,zh-CN
1062,岳台铭,yuetaiming,zh-CN
1063,芭啦啦小魔仙漂亮宝贝,balalaxiaomoxianpiaoliangbaobei,zh-CN
1064,黑夜舞者,heiyewuzhe,zh-CN
1065,五木,wumu,zh-CN
1066,妹弹,meitan,zh-CN
1067,妹弹,meidan,zh-CN
1068,独眼巨人少女斋枫,duyanjurenshaonvzhaifeng,zh-CN
1069,乌龙派出所,wulongpaichusuo,zh-CN
1070,偶像活动第二部,ouxianghuodongdierbu,zh-CN
1071,天才杂技演员,tiancaizajiyanyuan,zh-CN
1072,白日公馆,bairigongguan,zh-CN
1073,仙人掌的秘密,xianrenzhangdemimi,zh-CN
1074,东云侑子热爱短篇小说,dongyunyouzireaiduanpianxiaoshuo,zh-CN
1075,一起回家,yiqihuijia,zh-CN
1076,莫君愁,mojunchou,zh-CN
1077,幽灵干片,youlingganpian,zh-CN
1078,白秀珠,baixiuzhu,zh-CN
1079,小见川千明,xiaojianchuanqianming,zh-CN
1080,小见川千明,xiaoxianchuanqianming,zh-CN
1081,美丽花,meilihua,zh-CN
1082,魔鬼高达,moguigaoda,zh-CN
1083,家有帅哥,jiayoushuaige,zh-CN
1084,黑铁阵介,heitiezhenjie,zh-CN
1085,梦境之恋,mengjingzhilian,zh-CN
1086,泰伊,taiyi,zh-CN
1087,鱼风筝,yufengzheng,zh-CN
1088,死神的歌谣,sishendegeyao,zh-CN
1089,装甲进化,zhuangjiajinhua,zh-CN
1090,暴走本能抑郁中,baozoubennengyiyuzhong,zh-CN
1091,风速女孩,fengsunvhai,zh-CN
1092,梦窗疏月,mengchuangshuyue,zh-CN
1093,碓冰拓海,duibingtuohai,zh-CN
1094,玄同太子,xuantongtaizi,zh-CN
1095,吉谷彩子,jigucaizi,zh-CN
1096,吉谷彩子,jiyucaizi,zh-CN
1097,赫拉克勒斯,helakelesi,zh-CN
1098,热血神话,rexueshenhua,zh-CN
1099,毒伯爵该隐,dubojuegaiyin,zh-CN
1100,石田银,shitianyin,zh-CN
1101,佐野满,zuoyeman,zh-CN
1102,轻启双唇说爱你,qingqishuangchunshuoaini,zh-CN
1103,没有钱,meiyouqian,zh-CN
1104,扑杀天使无修版,pushatianshiwuxiuban,zh-CN
1105,静奈,jingnai,zh-CN
1106,今天开始当女子小学生,jintiankaishidangnvzixiaoxuesheng,zh-CN
1107,外国男孩别碰我,waiguonanhaibiepengwo,zh-CN
1108,威震天,weizhentian,zh-CN
1109,七人队,qirendui,zh-CN
1110,欢迎来到恋爱旅馆,huanyinglaidaolianailvguan,zh-CN
1111,四目暴龙,simubaolong,zh-CN
1112,段文一,duanwenyi,zh-CN
1113,酒井夏树,jiujingxiashu,zh-CN
1114,温泉好耶,wenquanhaoye,zh-CN
1115,丁丁与丛林战士,dingdingyuconglinzhanshi,zh-CN
1116,荒耶宗莲,huangyezonglian,zh-CN
1117,兹夫尔人,zifuerren,zh-CN
1118,兹夫尔人,cifuerren,zh-CN
1119,白银搭档,baiyindadang,zh-CN
1120,被施了魔法的鼠,beishilemofadeshu,zh-CN
1121,被施了魔法的鼠,beishiliaomofadeshu,zh-CN
1122,被施了魔法的鼠,pishilemofadeshu,zh-CN
1123,被施了魔法的鼠,pishiliaomofadeshu,zh-CN
1124,发明军人一真,famingjunrenyizhen,zh-CN
1125,动漫达人之动画教程,dongmandarenzhidonghuajiaocheng,zh-CN
1126,仓金章介,cangjinzhangjie,zh-CN
1127,灵感甜心,linggantianxin,zh-CN
1128,戴拿奥特曼续篇,dainaaotemanxupian,zh-CN
1129,小房子与发呆鸟,xiaofangziyufadainiao,zh-CN
